,adult,id,title,original_language,original_title,overview,popularity,release_date,softcore,video,vote_average,vote_count
2173,False,649,Belle de Jour,fr,Belle de jour,"Beautiful young housewife Séverine Serizy cannot reconcile her masochistic fantasies with her everyday life alongside dutiful husband Pierre. When her lovestruck friend Henri mentions a secretive high-class brothel run by Madame Anais, Séverine begins to work there during the day under the name Belle de Jour. But when one of her clients grows possessive, she must try to go back to her normal life.",6.5594,1967-05-24,False,False,7.31,1036
2174,False,504608,Rocketman,en,Rocketman,"The story of Elton John's life, from his years as a prodigy at the Royal Academy of Music through his influential and enduring musical partnership with Bernie Taupin.",6.559,2019-05-17,False,False,7.309,5075
2175,False,16274,Holiday,en,Holiday,"Johnny Case, a freethinking financier, has finally found the girl of his dreams — Julia Seton, the spoiled daughter of a socially prominent millionaire — and she's agreed to marry him. But when Johnny plans a holiday for the two to enjoy life while they are still young, his fiancée has other plans & that is for Johnny to work in her father's bank!",1.9904,1938-05-26,False,False,7.309,304
2176,False,1052,Blow-Up,en,Blow-Up,"A successful mod photographer in London whose world is bounded by fashion, pop music, marijuana, and easy sex, feels his life is boring and despairing. But in the course of a single day he unknowingly captures a death on film.",4.0875,1966-12-18,False,False,7.309,1408
2177,False,687,Dead Man Walking,en,Dead Man Walking,A death row inmate turns for spiritual guidance to a local nun in the days leading up to his scheduled execution for the murders of a young couple.,4.9699,1995-12-29,False,False,7.309,1538
2178,False,199,Star Trek: First Contact,en,Star Trek: First Contact,"The Borg, a relentless race of cyborgs, are on a direct course for Earth. Violating orders to stay away from the battle, Captain Picard and the crew of the newly-commissioned USS Enterprise E pursue the Borg back in time to prevent the invaders from changing Federation history and assimilating the galaxy.",7.4328,1996-11-22,False,False,7.309,2027
2179,False,177,The Fisher King,en,The Fisher King,Two troubled men face their terrible destinies and events of their past as they join together on a mission to find the Holy Grail and thus to save themselves.,5.395,1991-09-20,False,False,7.309,1515
2180,False,87,Indiana Jones and the Temple of Doom,en,Indiana Jones and the Temple of Doom,"After arriving in India, Indiana Jones is asked by a desperate village to find a mystical stone. He agrees – and stumbles upon a secret cult plotting a terrible plan in the catacombs of an ancient palace.",15.5,1984-05-23,False,False,7.3,10360
2181,False,259316,Fantastic Beasts and Where to Find Them,en,Fantastic Beasts and Where to Find Them,"In 1926, Newt Scamander arrives at the Magical Congress of the United States of America with a magically expanded briefcase, which houses a number of dangerous creatures and their habitats. When the creatures escape from the briefcase, it sends the American wizarding authorities after Newt, and threatens to strain even further the state of magical and non-magical relations.",19.1731,2016-11-16,False,False,7.309,19963
2182,False,258230,A Monster Calls,en,A Monster Calls,12-year-old Conor encounters an ancient tree monster who proceeds to help him cope with his mother's terminal illness and being bullied in school.,6.7983,2016-10-07,False,False,7.308,3638
2183,False,118412,Berserk: The Golden Age Arc II - The Battle for Doldrey,ja,ベルセルク 黄金時代篇Ⅱ ドルドレイ攻略,The Band of the Hawk and their enigmatic leader Griffith continue winning battle after battle as their prestige throughout the kingdom of Midland grows. But their latest task is one that has seen failure from everyone who has attempted it: the subjugation of the impenetrable fortress of Doldrey.,2.5081,2012-06-23,False,False,7.308,474
2184,False,15764,Sophie's Choice,en,Sophie's Choice,"Stingo, a young writer, moves to Brooklyn in 1947 to begin work on his first novel. As he becomes friendly with Sophie and her lover Nathan, he learns that she is a Holocaust survivor. Flashbacks reveal her harrowing story, from pre-war prosperity to Auschwitz. In the present, Sophie and Nathan's relationship increasingly unravels as Stingo grows closer to Sophie and Nathan's fragile mental state becomes ever more apparent.",4.2112,1982-12-08,False,False,7.307,966
2185,False,11943,Jeremiah Johnson,en,Jeremiah Johnson,"While slowly adapting to the grueling life of a mountain man in the Rocky Mountains, Jeremiah Johnson encounters the Crow and Flathead tribes as well as hunters, trappers and settlers, all of whom call these mountains home.",3.5412,1972-09-10,False,False,7.308,722
2186,False,8337,They Live,en,They Live,A lone drifter stumbles upon a unique pair of sunglasses that reveal aliens are systematically gaining control of the Earth by masquerading as humans and lulling the public into submission.,9.7918,1988-11-04,False,False,7.308,3616
2187,False,486947,The Guilty,da,Den skyldige,"Police officer Asger Holm, demoted to desk work as an alarm dispatcher, answers a call from a panicked woman who claims to have been kidnapped. Confined to the police station and with the phone as his only tool, Asger races against time to get help and find her.",4.3047,2018-02-22,False,False,7.307,1892
2188,False,360365,Tini: The New Life of Violetta,es,Tini: El gran cambio de Violetta,A teen star ventures out to the Italian countryside for a summer and emerges a new artist.,2.0516,2016-05-04,False,False,7.3,401
2189,False,10234,Funny Games,de,Funny Games,"Two psychotic young men take a mother, father, and son hostage in their vacation cabin and force them to play sadistic ""games"" with one another for their own amusement.",6.1872,1997-09-11,False,False,7.307,2161
2190,False,922,Dead Man,en,Dead Man,"On the run after committing murder, an accountant encounters a strange Native American man who prepares him for his journey into the spiritual world.",5.4328,1995-12-23,False,False,7.307,1782
2191,False,429174,Loveless,ru,Нелюбовь,"Zhenya and Boris are going through a vicious divorce marked by resentment, frustration and recriminations. Already embarking on new lives, each with a new partner, they are impatient to start again, to turn the page – even if it means threatening to abandon their 12-year-old son Alyosha. Until, after witnessing one of their fights, Alyosha disappears.",2.4706,2017-06-01,False,False,7.3,837
2192,False,425909,Ghostbusters: Afterlife,en,Ghostbusters: Afterlife,"When single mom Callie and her two kids Trevor and Phoebe arrive in a small Oklahoma town, they begin to discover their connection to the original Ghostbusters and the secret legacy their grandfather left behind.",15.6495,2021-11-18,False,False,7.306,5316
2193,False,58857,13 Assassins,ja,十三人の刺客,A bravado period action film set at the end of Japan's feudal era in which a group of unemployed samurai are enlisted to bring down a sadistic lord and prevent him from ascending to the throne and plunging the country into a war-torn future.,4.8533,2010-09-25,False,False,7.306,1314
2194,False,15487,The Greatest Game Ever Played,en,The Greatest Game Ever Played,"A biopic of 20-year-old Francis Ouimet who defeated his golfing idol and 1900 US Open Champion, Harry Vardon.",4.7338,2005-09-30,False,False,7.304,555
2195,False,13635,Mesrine: Killer Instinct,fr,L'Instinct de mort,"Jacques Mesrine, a loyal son and dedicated soldier, is back home and living with his parents after serving in the Algerian War. Soon he is seduced by the neon glamour of sixties Paris and the easy money it presents. Mentored by Guido, Mesrine turns his back on middle class law-abiding and soon moves swiftly up the criminal ladder.",3.8351,2008-10-22,False,False,7.306,1021
2196,False,13008,An American Crime,en,An American Crime,"The true story of suburban housewife Gertrude Baniszewski, who kept a teenage girl locked in the basement of her Indiana home during the 1960s.",2.8782,2007-07-27,False,False,7.306,788
2197,False,621013,Chemical Hearts,en,Chemical Hearts,"When a hopelessly romantic high school senior falls for a mysterious new classmate, it sets them both on an unexpected journey that teaches them about love, loss, and most importantly themselves.",3.2726,2020-08-21,False,False,7.3,1168
2198,False,440596,Kiss and Cry,en,Kiss and Cry,"A romantic drama based on the story of Carley Allison, a promising 18 year old figure skater and singer who made medical history in her fight against a rare 1 in 3.5 billion type of sarcoma.",1.3479,2017-02-10,False,False,7.3,418
2199,False,423333,Mass,en,Mass,Two couples meet for a painful and raw conversation in the aftermath of a violent tragedy.,1.9455,2021-10-08,False,False,7.305,316
2200,False,338766,Hell or High Water,en,Hell or High Water,A divorced dad and his ex-con brother resort to a desperate scheme in order to save their family's farm in West Texas.,9.0489,2016-08-11,False,False,7.306,4990
2201,False,49538,X-Men: First Class,en,X-Men: First Class,"Before Charles Xavier and Erik Lensherr took the names Professor X and Magneto, they were two young men discovering their powers for the first time. Before they were arch-enemies, they were closest of friends, working together with other mutants (some familiar, some new), to stop the greatest threat the world has ever known.",1.0263,2011-06-01,False,False,7.305,13837
